,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
358,PINDWARA                                          ,Others,2017-03-10 10:00:06.483,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,AGRICULTURE,RAJASTHAN
359,SIROHI                                            ,Others,2017-03-10 11:51:57.143,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,AGRICULTURE,RAJASTHAN
360,REODAR                                            ,Cereals,2017-03-10 15:34:59.133,Barley (Jau),SIROHI,RAIN POSSIBILITY IN NEXT 1-2 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
361,SHEOGANJ                                          ,Vegetables,2017-03-11 10:18:23.433,Bhindi(Okra/Ladysfinger),SIROHI,"VARIETY OF BHINDI = VARSHA UPHAR,PARBHANI KRANTI, PUSA MAKHMALI, ARKA ANAMIKA",TELL ME VARIETY OF BHINDI  ?,Seeds and Planting Material,RABI,HORTICULTURE,RAJASTHAN
362,REODAR                                            ,Fodder Crops,2017-03-11 15:40:38.340,fodder sorghum,SIROHI,SPRAY OF QUINOLPHOS 25% EC 1 ML PER LITER WATER,TELL ME ABOUT INSECT CONTROL IN FODDER SORGHUM,	Plant Protection	,JAYAD,AGRICULTURE,RAJASTHAN
363,PINDWARA                                          ,Cereals,2017-03-14 16:16:45.390,Wheat,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
364,SHEOGANJ                                          ,Cereals,2017-03-14 17:29:39.870,Wheat,SIROHI,"NO RAIN POSSIBILITY IN NEXT 5  DAYS BUT CLOUDY SKY """,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
365,SHEOGANJ                                          ,Millets,2017-03-14 17:33:55.040,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),SIROHI,NO RAINFALL NEXT FIVE DAYS,TELL ME WEATHER INFORMATION,Weather,RABI,AGRICULTURE,RAJASTHAN
366,SIROHI                                            ,Cereals,2017-03-14 17:34:15.720,Wheat,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
367,PINDWARA                                          ,Oilseeds,2017-03-14 17:41:12.540,Raya (Indian Mustard),SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
368,SIROHI                                            ,Others,2017-03-14 19:12:25.247,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
369,PINDWARA                                          ,Others,2017-03-15 07:12:29.300,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
370,REODAR                                            ,Others,2017-03-15 10:58:50.880,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,AGRICULTURE,RAJASTHAN
371,SHEOGANJ                                          ,Others,2017-03-15 14:12:45.220,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
372,SHEOGANJ                                          ,Others,2017-03-15 14:33:04.330,Others,SIROHI,PLEASE CONTACT TO 1800-103-0061,TELL ME ABOUT ASK FOR CROP INSURANCE ?,Crop Insurance,RABI,AGRICULTURE,RAJASTHAN
373,SHEOGANJ                                          ,Cereals,2017-03-15 14:41:45.820,Wheat,SIROHI,CONTAct insurancecompany,TELL ME ABOUT CROP INSURANCE,Government Schemes,RABI,AGRICULTURE,RAJASTHAN
374,SHEOGANJ                                          ,Others,2017-03-15 14:43:35.690,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
375,SHEOGANJ                                          ,Cereals,2017-03-15 14:45:10.287,Wheat,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
376,SHEOGANJ                                          ,Others,2017-03-15 14:46:35.603,Others,SIROHI,RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
377,SHEOGANJ                                          ,Cereals,2017-03-15 15:03:04.463,Wheat,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
378,SHEOGANJ                                          ,Others,2017-03-15 15:07:15.457,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,AGRICULTURE,RAJASTHAN
379,SHEOGANJ                                          ,Cereals,2017-03-15 15:16:51.123,Barley (Jau),SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
380,SHEOGANJ                                          ,Cereals,2017-03-15 18:28:30.237,Wheat,SIROHI,"CONTACT NO. OF AGRICULTURE INSURANCE COMPANY = 0141-4042999,0141-40429 97",TELL ME CONTACT NO. OF AGRICULTURE INSURANCE COMPANY ?,Crop Insurance,JAYAD,AGRICULTURE,RAJASTHAN
381,SHEOGANJ                                          ,Condiments and Spices,2017-03-16 12:28:21.210,Cumin,SIROHI,0141-5116242,TELL ME PANT KRISH BHAWAN CONTRACT NUMBER,Agriculture Mechanization,RABI,HORTICULTURE,RAJASTHAN
382,SIROHI                                            ,Cereals,2017-03-16 14:55:47.567,Barley (Jau),SIROHI,RAIN POSSIBILITY UPTO NEXT 2-3 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
383,REODAR                                            ,Others,2017-03-17 15:55:36.717,Others,SIROHI,"NO RAIN RAINFALL POSSIBILITY IN 5 DAYS IN YOUR DISTRICT ,BUT CLOUDLY SKY",TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
384,PINDWARA                                          ,Others,2017-03-18 15:33:17.283,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
385,SHEOGANJ                                          ,Cereals,2017-03-18 15:35:56.987,Wheat,SIROHI,RAIN POSSIBILITY IN NEXT 1-2 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,AGRICULTURE,RAJASTHAN
386,SHEOGANJ                                          ,Others,2017-03-18 16:02:59.000,Others,SIROHI,LIGHT RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
387,REODAR                                            ,Others,2017-03-18 21:40:01.913,Others,SIROHI,LIGHT RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
388,SIROHI                                            ,Others,2017-03-19 07:51:04.303,Others,SIROHI,LIHGT RAIN POSSIBILITY 19-20 MARCH. WEATHER ?,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,AGRICULTURE,RAJASTHAN
389,SHEOGANJ                                          ,Cereals,2017-03-19 07:57:55.727,Wheat,SIROHI,TWO DAYS RAINFALL,TELL ME WEATHER INFORMATION,Weather,RABI,AGRICULTURE,RAJASTHAN
390,SHEOGANJ                                          ,Cereals,2017-03-19 11:06:00.137,Wheat,SIROHI,TODAY RAINFALL,TELL ME WEATHER INFORMATION,Weather,RABI,AGRICULTURE,RAJASTHAN
391,REODAR                                            ,Pulses,2017-03-19 12:37:50.680,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
392,SIROHI                                            ,Others,2017-03-19 12:53:31.423,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME WEATHER INFORMATION ?,Weather,JAYAD,AGRICULTURE,RAJASTHAN
393,REODAR                                            ,Animal,2017-03-19 13:12:17.020,"Bovine(Cow,Buffalo)",SIROHI,CONTECT NUMBER OF ANIMAL HUSBANDRY-1800 180 6224,TELL ME CONTECT NUMBER OF ANIMAL HUSBANDRY ?,Animal Nutrition,JAYAD,ANIMAL HUSBANDRY,RAJASTHAN
394,PINDWARA                                          ,Others,2017-03-19 13:18:58.530,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,AGRICULTURE,RAJASTHAN
395,PINDWARA                                          ,Others,2017-03-19 18:05:08.563,Others,SIROHI,"NO RAIN RAINFALL POSSIBILITY IN 5 DAYS IN YOUR DISTRICT ,BUT CLOUDLY SKY",TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
396,SHEOGANJ                                          ,Others,2017-03-20 20:00:46.080,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
397,SIROHI                                            ,Others,2017-03-21 11:24:03.130,Others,SIROHI,LIGHT RAIN MAY BE AFTER 2-3 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
398,SIROHI                                            ,Others,2017-03-21 11:24:04.117,Others,SIROHI,LIGHT RAIN MAY BE AFTER 2-3 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
399,SIROHI                                            ,Others,2017-03-21 12:38:55.060,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
400,SHEOGANJ                                          ,Others,2017-03-21 14:12:06.653,Others,SIROHI,"CONTACT NO. OF AGRICULTURE INSURANCE COMPANY = 0141-4042999,0141-4042997",TELL ME CONTACT NO. OF AGRICULTURE INSURANCE COMPANY ?,Crop Insurance,JAYAD,AGRICULTURE,RAJASTHAN
401,SHEOGANJ                                          ,Others,2017-03-21 14:19:49.563,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
402,SHEOGANJ                                          ,Others,2017-03-22 19:58:56.397,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
403,REODAR                                            ,Others,2017-03-22 20:31:15.580,Others,SIROHI,SMS activation Process Is Successfully Completed on your number,tell me Asked for SMS activation ?,Government Schemes,JAYAD,AGRICULTURE,RAJASTHAN
404,SHEOGANJ                                          ,Others,2017-03-22 21:39:36.937,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,AGRICULTURE,RAJASTHAN
405,ABU ROAD                                          ,Fiber Crops,2017-03-23 09:33:36.347,Cotton (Kapas),SIROHI,"VARIETY OF DESHI COTTON = RG 8,RG 18,RAJ DH 9, HD 123",TELL ME VARIETY OF DESHI COTTON,Varieties,KHARIF,AGRICULTURE,RAJASTHAN
406,SHEOGANJ                                          ,Others,2017-03-23 11:22:26.653,Others,SIROHI,"NO RAIN RAINFALL POSSIBILITY IN 5 DAYS IN YOUR DISTRICT ,BUT CLOUDLY SKY",TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
407,PINDWARA                                          ,Cereals,2017-03-23 12:50:46.400,Oats ,SIROHI,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,TELL ME ABOUT TAKING SOIL SAMPLE ?,Soil Testing,JAYAD,AGRICULTURE,RAJASTHAN
408,SIROHI                                            ,Others,2017-03-23 17:07:16.980,Others,SIROHI,CONTECT NUMBER OF SOIL TESTING DEPPARTMENT-1800 180 1014,TELL ME CONTECT NUMBER OF SOIL TESTING DEPPARTMENT ?,Soil Testing,RABI,AGRICULTURE,RAJASTHAN
409,ABU ROAD                                          ,Vegetables,2017-03-24 11:37:59.250,Cauliflower,SIROHI,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,TELL ME INSECT CONTROL IN CAULIFLOWER,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
410,SIROHI                                            ,Others,2017-03-24 13:33:49.200,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
411,SHEOGANJ                                          ,Others,2017-03-24 16:33:52.650,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
412,SHEOGANJ                                          ,Others,2017-03-24 16:36:50.440,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
413,SIROHI                                            ,Others,2017-03-24 19:52:34.807,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
414,PINDWARA                                          ,Others,2017-03-25 12:10:28.887,Others,SIROHI,N0 RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,AGRICULTURE,RAJASTHAN
415,SHEOGANJ                                          ,Others,2017-03-25 14:16:03.763,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,AGRICULTURE,RAJASTHAN
416,SIROHI                                            ,Millets,2017-03-25 19:11:47.787,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),SIROHI,"VARIETY OF BAJRA = HHB 67 (IMPROVED),RHB 173, RHB 121, GHB 538",TELL ME VARIETY OF BAJRA ?,Varieties,JAYAD,AGRICULTURE,RAJASTHAN
417,SIROHI                                            ,Millets,2017-03-25 19:11:48.250,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),SIROHI,"VARIETY OF BAJRA = HHB 67 (IMPROVED),RHB 173, RHB 121, GHB 538",TELL ME VARIETY OF BAJRA ?,Varieties,JAYAD,AGRICULTURE,RAJASTHAN
418,SIROHI                                            ,Cereals,2017-03-25 21:24:01.260,Barley (Jau),SIROHI,"NO  RAIN POSSIBILITY IN NEXT 3-4 DAYS , CLOUDY SKY",TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
419,REODAR                                            ,Condiments and Spices,2017-03-26 09:28:39.633,Fennel,SIROHI,0141-5116242,TELL ME PANT KRISHI BHAVAN CONTRACT NUMBER,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
420,SIROHI                                            ,Condiments and Spices,2017-03-26 12:09:26.690,Coriander,SIROHI,SPRAY OF MENCOZEB 2 GM PER LITER WATER,TELL ME YELLOW LEAF OF CORIANDER,	Plant Protection	,RABI,HORTICULTURE,RAJASTHAN
421,PINDWARA                                          ,Others,2017-03-26 20:34:16.330,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
422,SIROHI                                            ,Cereals,2017-03-27 20:05:25.927,Wheat,SIROHI,NO RAINFAL IN NEXT 5 DAY,TELL ME WEATHER REPORT IN SIROHI,Weather,RABI,AGRICULTURE,RAJASTHAN
423,ABU ROAD                                          ,Others,2017-03-28 10:13:39.237,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
424,SHEOGANJ                                          ,Others,2017-03-28 10:20:44.743,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
425,ABU ROAD                                          ,Others,2017-03-28 14:09:46.387,Others,SIROHI,"NO RAIN RAINFALL POSSIBILITY IN 5 DAYS IN YOUR DISTRICT ,BUT CLOUDLY SKY",TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
426,PINDWARA                                          ,Others,2017-03-28 15:42:35.700,Others,SIROHI,"SUBSIDY ON VERMICOMPOST UNIT = 50% OF TOTAL COST OR MAXIMUM 50,000/-",TELL ME SUBSIDY ON VERMICOMPOST UNIT?,Government Schemes,JAYAD,AGRICULTURE,RAJASTHAN
427,REODAR                                            ,Others,2017-03-28 17:10:41.203,Others,SIROHI,CONTECT NUMBER OF SOIL TESTING DEPPARTMENT-1800 180 1014,TELL ME CONTECT NUMBER OF SOIL TESTING DEPPARTMENT ?,Soil Testing,JAYAD,AGRICULTURE,RAJASTHAN
428,PINDWARA                                          ,Others,2017-03-28 21:14:04.050,Others,SIROHI,"VARIETY OF FODDER SORGHUM= M P CHARI, SSG 59-3, P.C.- 9, P.C.- 23",TELL ME VARIETY OF FODDER SORGHUM,Weather,RABI,AGRICULTURE,RAJASTHAN
429,PINDWARA                                          ,Condiments and Spices,2017-03-29 19:32:10.410,Cumin,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,HORTICULTURE,RAJASTHAN
430,REODAR                                            ,Others,2017-03-30 10:58:28.740,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
431,REODAR                                            ,Others,2017-03-30 11:40:07.343,Others,SIROHI,"SUBSIDY ON VERMICOMPOST UNIT = 50% OF TOTAL COST OR MAXIMUM 50,000/-",TELL ME  SUBSIDY ON VERMICOMPOST UNIT,Government Schemes,JAYAD,AGRICULTURE,RAJASTHAN
432,PINDWARA                                          ,Others,2017-03-30 15:03:49.093,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
433,SHEOGANJ                                          ,Others,2017-03-30 15:08:55.363,Others,SIROHI,"NO  RAIN POSSIBILITY IN NEXT 3-4 DAYS , CLOUDY SKY",TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
434,SIROHI                                            ,Cereals,2017-03-30 19:35:37.227,Wheat,SIROHI,NO RAINFAL IN NEXT 5 DAY,TELL ME WEATHER REPORT IN SIROHI,Weather,RABI,AGRICULTURE,RAJASTHAN
435,PINDWARA                                          ,Inland,2017-03-30 20:26:37.080,Fresh Water,SIROHI,"CONTECT FOR 	
9252666812",TELL ME FISH RELATED KNOWLEDGE.,Deep Sea Fishing and Processing,JAYAD,FISHERIES,RAJASTHAN
436,ABU ROAD                                          ,Fruits,2017-03-31 10:16:36.157,Mango,SIROHI,SPRAY OF PLANOFIX 1 ML PER 4 LITER WATER,TELL ME CONTROL OF FLOWER DROPPING,	Plant Protection	,JAYAD,HORTICULTURE,RAJASTHAN
437,REODAR                                            ,Millets,2017-03-31 11:06:29.120,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),SIROHI,"Bajra	MH-169 , GHB-526,558,538,744,719,,732, GK-1044 ,BIO-8494	June-July (MONSOON) ,  -          JAN -March (SUMMER)	4 kg/ha	45-60 X 10-15 Cm	BASAL DOSE- ASP (120KG) OR NARMADA PHOS (100KG) & SSP(120KG) AFTER 30 DAYS- UREA (100KG)",ask about in bajara information.,Cultural Practices,JAYAD,AGRICULTURE,RAJASTHAN
438,SIROHI                                            ,Others,2017-03-31 13:04:58.963,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME WEATHER INFORMATION,Weather,JAYAD,AGRICULTURE,RAJASTHAN
439,SHEOGANJ                                          ,Fruits,2017-03-31 14:10:32.737,Papaya,SIROHI,MICRONUTRIENT 100 GRAM / PLANT IN ROOT  ZONE,TELL ME NUTRIENT MANAGEMENT IN PAPAYA ?,Nutrient Management,JAYAD,HORTICULTURE,RAJASTHAN
440,REODAR                                            ,Others,2017-04-02 12:26:54.383,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
441,ABU ROAD                                          ,Cereals,2017-04-03 11:18:48.170,Wheat,SIROHI,0141-5116242,TELL ME PANT KRISHI BHAWAN CONTRACT NUMBER,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
442,PINDWARA                                          ,Others,2017-04-03 18:06:28.347,Others,SIROHI,"SEND MONEY ORDER TO AHARAN VITRAN ADHIKARI, KRISHI AYUCTALAYA, ROOM NO.- 250, PANT KRISHI BHAWAN, JAIPUR-302005 FOR GET KHETI RI BATAN MAGZINE",TELL ME ABOUT KHETI RI BATAN MAGZINE,	Plant Protection	,RABI,AGRICULTURE,RAJASTHAN
443,SHEOGANJ                                          ,Cereals,2017-04-04 11:22:55.910,Barley (Jau),SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,AGRICULTURE,RAJASTHAN
444,SHEOGANJ                                          ,Others,2017-04-04 11:25:09.943,Others,SIROHI,"NO RAIN POSSIBILITY IN NEXT 5  DAYS BUT CLOUDY SKY """,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,AGRICULTURE,RAJASTHAN
445,SHEOGANJ                                          ,Others,2017-04-04 11:31:56.830,Others,SIROHI,"RAJASTHAN AGRICULTURAL RESEARCH INSTITUTE
(Sri Karan Narendra Agriculture University, Jobner)

DURGAPURA, JAIPUR 302 018 (RAJASTHAN) INDIA
Tel.: 0141-2550229",TELL ME  CONTACT N.,Government Schemes,JAYAD,AGRICULTURE,RAJASTHAN
446,SIROHI                                            ,Others,2017-04-04 11:43:39.750,Others,SIROHI,NO RAIN POSSIBLITY NEXT  4-5 DAYS BUT CLOUDY  SKY,TELL ME WEATHER INFORMATION,Weather,RABI,AGRICULTURE,RAJASTHAN
447,PINDWARA                                          ,Others,2017-04-04 14:13:04.070,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,RABI,AGRICULTURE,RAJASTHAN
448,SHEOGANJ                                          ,Others,2017-04-05 08:38:26.940,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,AGRICULTURE,RAJASTHAN
